index,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,p_value,bonferonni_corrected_p_value,phenotype
GO:0042493,"ENSG00000008394,ENSG00000141380,ENSG00000147601,ENSG00000149547,ENSG00000057663,ENSG00000082898,ENSG00000198431,ENSG00000085999,ENSG00000073050,ENSG00000100823,ENSG00000126581,ENSG00000169398,ENSG00000112972,ENSG00000087460,ENSG00000118260,ENSG00000141510,ENSG00000184674,ENSG00000135679","MGST1,SS18,TERF1,EI24,ATG5,XPO1,TXNRD1,RAD54L,XRCC1,APEX1,BECN1,PTK2,HMGCS1,GNAS,CREB1,TP53,GSTT1,MDM2",biological_process,response to drug,53,18,307,0.00187740491193,0.786632658101,iPSC
GO:0001934,"ENSG00000198793,ENSG00000075151,ENSG00000169398,ENSG00000133703,ENSG00000121989","MTOR,EIF4G3,PTK2,KRAS,ACVR2A",biological_process,positive regulation of protein phosphorylation,9,5,104,0.00190880131961,0.799787752919,iPSC
GO:0051403,"ENSG00000173933,ENSG00000118260,ENSG00000115966,ENSG00000135341,ENSG00000248643","RBM4,CREB1,ATF2,MAP3K7,RBM14-RBM4",biological_process,stress-activated MAPK cascade,9,5,58,0.00190880131961,0.799787752919,iPSC
GO:0010033,"ENSG00000196235,ENSG00000118260,ENSG00000109861,ENSG00000073050,ENSG00000169398,ENSG00000119782,ENSG00000149269,ENSG00000118785","SUPT5H,CREB1,CTSC,XRCC1,PTK2,FKBP1B,PAK1,SPP1",biological_process,response to organic substance,18,8,79,0.002263206008,0.948283317352,iPSC
GO:0006921,"ENSG00000092853,ENSG00000169398,ENSG00000100813,ENSG00000197694,ENSG00000138794,ENSG00000087470,ENSG00000134602","CLSPN,PTK2,ACIN1,SPTAN1,CASP6,DNM1L,MST4",biological_process,cellular component disassembly involved in execution phase of apoptosis,15,7,51,0.00237627115581,0.995657614285,iPSC
GO:0000724,"ENSG00000104320,ENSG00000085999,ENSG00000156831,ENSG00000051180,ENSG00000111247,ENSG00000012048,ENSG00000149311,ENSG00000020922,ENSG00000197275,ENSG00000132383","NBN,RAD54L,NSMCE2,RAD51,RAD51AP1,BRCA1,ATM,MRE11A,RAD54B,RPA1",biological_process,double-strand break repair via homologous recombination,25,10,57,0.00271803530762,1.13885679389,iPSC
GO:0006917,"ENSG00000145425,ENSG00000099968,ENSG00000147601,ENSG00000149547,ENSG00000160310,ENSG00000029363,ENSG00000116001,ENSG00000141510,ENSG00000138794,ENSG00000133884,ENSG00000156171,ENSG00000103024","RPS3A,BCL2L13,TERF1,EI24,PRMT2,BCLAF1,TIA1,TP53,CASP6,DPF2,DRAM2,NME3",biological_process,induction of apoptosis,32,12,224,0.00272656887935,1.14243236045,iPSC
GO:0006464,"ENSG00000081721,ENSG00000126261,ENSG00000033178,ENSG00000086758,ENSG00000171103,ENSG00000253729,ENSG00000119685,ENSG00000144848,ENSG00000074319,ENSG00000086475,ENSG00000115760,ENSG00000156795,ENSG00000137955","DUSP12,UBA2,UBA6,HUWE1,TRMT61B,PRKDC,TTLL5,ATG3,TSG101,SEPHS1,BIRC6,WDYHV1,RABGGTB",biological_process,cellular protein modification process,36,13,166,0.00307260835043,1.28742289883,iPSC
GO:0007420,"ENSG00000168092,ENSG00000078246,ENSG00000148737,ENSG00000253729,ENSG00000151012,ENSG00000123983,ENSG00000112972,ENSG00000156475,ENSG00000149311,ENSG00000171634,ENSG00000125686,ENSG00000102038,ENSG00000204463","PAFAH1B2,TULP3,TCF7L2,PRKDC,SLC7A11,ACSL3,HMGCS1,PPP2R2B,ATM,BPTF,MED1,SMARCA1,BAG6",biological_process,brain development,36,13,216,0.00307260835043,1.28742289883,iPSC
GO:0006865,"ENSG00000168003,ENSG00000177058,ENSG00000151012,ENSG00000111371","SLC3A2,SLC38A9,SLC7A11,SLC38A1",biological_process,amino acid transport,7,4,40,0.00312069881565,1.30757280376,iPSC
GO:0010165,"ENSG00000141510,ENSG00000049167,ENSG00000185515,ENSG00000012061","TP53,ERCC8,BRCC3,ERCC1",biological_process,response to X-ray,7,4,20,0.00312069881565,1.30757280376,iPSC
GO:0050885,"ENSG00000090861,ENSG00000104320,ENSG00000204120,ENSG00000084234","AARS,NBN,GIGYF2,APLP2",biological_process,neuromuscular process controlling balance,7,4,42,0.00312069881565,1.30757280376,iPSC
GO:0019432,"ENSG00000155189,ENSG00000119927,ENSG00000123983,ENSG00000131473","AGPAT5,GPAM,ACSL3,ACLY",biological_process,triglyceride biosynthetic process,7,4,51,0.00312069881565,1.30757280376,iPSC
GO:0030509,"ENSG00000113658,ENSG00000114374,ENSG00000039319,ENSG00000121989","SMAD5,USP9Y,ZFYVE16,ACVR2A",biological_process,BMP signaling pathway,7,4,65,0.00312069881565,1.30757280376,iPSC
GO:0006904,"ENSG00000139719,ENSG00000116266,ENSG00000256861,ENSG00000136933","VPS33A,STXBP3,RP11-512M8.5,RABEPK",biological_process,vesicle docking involved in exocytosis,7,4,21,0.00312069881565,1.30757280376,iPSC
GO:0000090,"ENSG00000154839,ENSG00000164162,ENSG00000182628,ENSG00000076382","SKA1,ANAPC10,SKA2,SPAG5",biological_process,mitotic anaphase,7,4,13,0.00312069881565,1.30757280376,iPSC
GO:0007050,"ENSG00000104320,ENSG00000121774,ENSG00000005483,ENSG00000148737,ENSG00000178053,ENSG00000141510,ENSG00000149311,ENSG00000074319,ENSG00000100532,ENSG00000151465,ENSG00000127603","NBN,KHDRBS1,KMT2E,TCF7L2,MLF1,TP53,ATM,TSG101,CGRRF1,CDC123,MACF1",biological_process,cell cycle arrest,29,11,132,0.00328751662468,1.37746946574,iPSC
GO:0008285,"ENSG00000171056,ENSG00000003756,ENSG00000141510,ENSG00000137309,ENSG00000198625,ENSG00000116455,ENSG00000254093,ENSG00000055332,ENSG00000126581,ENSG00000166164,ENSG00000074319,ENSG00000100532,ENSG00000257365,ENSG00000136754,ENSG00000140105","SOX7,RBM5,TP53,HMGA1,MDM4,WDR77,PINX1,EIF2AK2,BECN1,BRD7,TSG101,CGRRF1,FNTB,ABI1,WARS",biological_process,negative regulation of cell proliferation,44,15,409,0.00355324306193,1.48880884295,iPSC
GO:0006396,"ENSG00000090621,ENSG00000131051,ENSG00000003756,ENSG00000185246,ENSG00000173933,ENSG00000163660,ENSG00000248643,ENSG00000198554,ENSG00000138035,ENSG00000153187,ENSG00000163714,ENSG00000138668,ENSG00000153250,ENSG00000169045,ENSG00000157110","PABPC4,RBM39,RBM5,PRPF39,RBM4,CCNL1,RBM14-RBM4,WDHD1,PNPT1,HNRNPU,U2SURP,HNRNPD,RBMS1,HNRNPH1,RBPMS",biological_process,RNA processing,44,15,97,0.00355324306193,1.48880884295,iPSC
GO:0042127,"ENSG00000115392,ENSG00000169398,ENSG00000204463,ENSG00000144354,ENSG00000141510,ENSG00000012048,ENSG00000100320,ENSG00000125954,ENSG00000257365,ENSG00000115760","FANCL,PTK2,BAG6,CDCA7,TP53,BRCA1,RBFOX2,CHURC1-FNTB,FNTB,BIRC6",biological_process,regulation of cell proliferation,26,10,155,0.00394100401378,1.65128068177,iPSC
GO:0007517,"ENSG00000197905,ENSG00000140262,ENSG00000163069,ENSG00000006468,ENSG00000114416","TEAD4,TCF12,SGCB,ETV1,FXR1",biological_process,muscle organ development,10,5,96,0.00403283616844,1.68975835458,iPSC
GO:0042384,"ENSG00000173226,ENSG00000078674,ENSG00000140463,ENSG00000214413,ENSG00000168385","IQCB1,PCM1,BBS4,BBIP1,SEPT2",biological_process,cilium assembly,10,5,71,0.00403283616844,1.68975835458,iPSC
GO:0000045,"ENSG00000168397,ENSG00000126581,ENSG00000125703,ENSG00000057663,ENSG00000144848","ATG4B,BECN1,ATG4C,ATG5,ATG3",biological_process,autophagic vacuole assembly,10,5,31,0.00403283616844,1.68975835458,iPSC
GO:0007173,"ENSG00000198793,ENSG00000108946,ENSG00000118260,ENSG00000011405,ENSG00000133703,ENSG00000164615,ENSG00000137845,ENSG00000136738,ENSG00000135679","MTOR,PRKAR1A,CREB1,PIK3C2A,KRAS,CAMLG,ADAM10,STAM,MDM2",biological_process,epidermal growth factor receptor signaling pathway,23,9,135,0.00468572887488,1.96332039858,iPSC
GO:0051496,"ENSG00000198793,ENSG00000149269,ENSG00000140416","MTOR,PAK1,TPM1",biological_process,positive regulation of stress fiber assembly,5,3,28,0.00481882164781,2.01908627043,iPSC
GO:0007031,"ENSG00000164751,ENSG00000102910,ENSG00000162735","PEX2,LONP2,PEX19",biological_process,peroxisome organization,5,3,22,0.00481882164781,2.01908627043,iPSC
GO:0045859,"ENSG00000114346,ENSG00000198793,ENSG00000108946","ECT2,MTOR,PRKAR1A",biological_process,regulation of protein kinase activity,5,3,25,0.00481882164781,2.01908627043,iPSC
GO:0048545,"ENSG00000198408,ENSG00000118785,ENSG00000135679","MGEA5,SPP1,MDM2",biological_process,response to steroid hormone stimulus,5,3,32,0.00481882164781,2.01908627043,iPSC
GO:0045787,"ENSG00000257365,ENSG00000135250,ENSG00000135679","FNTB,SRPK2,MDM2",biological_process,positive regulation of cell cycle,5,3,28,0.00481882164781,2.01908627043,iPSC
GO:0032024,"ENSG00000198408,ENSG00000148737,ENSG00000110801","MGEA5,TCF7L2,PSMD9",biological_process,positive regulation of insulin secretion,5,3,36,0.00481882164781,2.01908627043,iPSC
GO:0032402,"ENSG00000104164,ENSG00000140463,ENSG00000188428","BLOC1S6,BBS4,BLOC1S5",biological_process,melanosome transport,5,3,17,0.00481882164781,2.01908627043,iPSC
GO:0006612,"ENSG00000198408,ENSG00000144848,ENSG00000125703","MGEA5,ATG3,ATG4C",biological_process,protein targeting to membrane,5,3,17,0.00481882164781,2.01908627043,iPSC
GO:0032438,"ENSG00000104164,ENSG00000135441,ENSG00000188428","BLOC1S6,BLOC1S1,BLOC1S5",biological_process,melanosome organization,5,3,17,0.00481882164781,2.01908627043,iPSC
GO:0006312,"ENSG00000051180,ENSG00000012061,ENSG00000197275","RAD51,ERCC1,RAD54B",biological_process,mitotic recombination,5,3,6,0.00481882164781,2.01908627043,iPSC
GO:0032526,"ENSG00000116521,ENSG00000104381,ENSG00000165506","SCAMP3,GDAP1,DNAAF2",biological_process,response to retinoic acid,5,3,59,0.00481882164781,2.01908627043,iPSC
GO:0046907,"ENSG00000087460,ENSG00000140463,ENSG00000154380","GNAS,BBS4,ENAH",biological_process,intracellular transport,5,3,23,0.00481882164781,2.01908627043,iPSC
GO:0006465,"ENSG00000166562,ENSG00000102910,ENSG00000140612","SEC11C,LONP2,SEC11A",biological_process,signal peptide processing,5,3,9,0.00481882164781,2.01908627043,iPSC
GO:0007004,"ENSG00000147601,ENSG00000020922,ENSG00000254093","TERF1,MRE11A,PINX1",biological_process,telomere maintenance via telomerase,5,3,12,0.00481882164781,2.01908627043,iPSC
GO:0006661,"ENSG00000011405,ENSG00000087053,ENSG00000133731","PIK3C2A,MTMR2,IMPA1",biological_process,phosphatidylinositol biosynthetic process,5,3,62,0.00481882164781,2.01908627043,iPSC
GO:0043588,"ENSG00000148737,ENSG00000090861,ENSG00000087460","TCF7L2,AARS,GNAS",biological_process,skin development,5,3,53,0.00481882164781,2.01908627043,iPSC
GO:0001570,"ENSG00000174842,ENSG00000169398,ENSG00000157212","GLMN,PTK2,PAXIP1",biological_process,vasculogenesis,5,3,65,0.00481882164781,2.01908627043,iPSC
GO:0090398,"ENSG00000163029,ENSG00000156831,ENSG00000198836","SMC6,NSMCE2,OPA1",biological_process,cellular senescence,5,3,15,0.00481882164781,2.01908627043,iPSC
GO:0000733,"ENSG00000141510,ENSG00000085999,ENSG00000102038","TP53,RAD54L,SMARCA1",biological_process,DNA strand renaturation,5,3,7,0.00481882164781,2.01908627043,iPSC
GO:0007281,"ENSG00000113658,ENSG00000198793,ENSG00000012061","SMAD5,MTOR,ERCC1",biological_process,germ cell development,5,3,35,0.00481882164781,2.01908627043,iPSC
GO:0070536,"ENSG00000077254,ENSG00000138592,ENSG00000185515","USP33,USP8,BRCC3",biological_process,protein K63-linked deubiquitination,5,3,19,0.00481882164781,2.01908627043,iPSC
GO:0006778,"ENSG00000103415,ENSG00000106605,ENSG00000023330","HMOX2,BLVRA,ALAS1",biological_process,porphyrin-containing compound metabolic process,5,3,18,0.00481882164781,2.01908627043,iPSC
GO:0007264,"ENSG00000214087,ENSG00000128581,ENSG00000213390,ENSG00000123595,ENSG00000085760,ENSG00000144840,ENSG00000157869,ENSG00000133703,ENSG00000155366,ENSG00000132698,ENSG00000269891,ENSG00000035499,ENSG00000143622,ENSG00000138757,ENSG00000114346,ENSG00000168385,ENSG00000152700","ARL16,RABL5,ARHGAP19,RAB9A,MTIF2,RABL3,RAB28,KRAS,RHOC,RAB25,ARHGAP19-SLIT1,DEPDC1B,RIT1,G3BP2,ECT2,SEPT2,SAR1B",biological_process,small GTPase mediated signal transduction,54,17,373,0.00597112434152,2.5019010991,iPSC
GO:0006461,"ENSG00000103363,ENSG00000189091,ENSG00000141510,ENSG00000165588,ENSG00000105926,ENSG00000184445,ENSG00000198625,ENSG00000149269,ENSG00000137309,ENSG00000086827,ENSG00000135679","TCEB2,SF3B3,TP53,OTX2,MPP6,KNTC1,MDM4,PAK1,HMGA1,ZW10,MDM2",biological_process,protein complex assembly,31,11,134,0.00624560445311,2.61690826585,iPSC
GO:0001701,"ENSG00000104320,ENSG00000140416,ENSG00000078246,ENSG00000141510,ENSG00000077721,ENSG00000107372,ENSG00000197905,ENSG00000085721,ENSG00000125686,ENSG00000137845,ENSG00000132383","NBN,TPM1,TULP3,TP53,UBE2A,ZFAND5,TEAD4,RRN3,MED1,ADAM10,RPA1",biological_process,in utero embryonic development,31,11,245,0.00624560445311,2.61690826585,iPSC
GO:0033554,"ENSG00000103363,ENSG00000249915,ENSG00000173933,ENSG00000248643,ENSG00000156475,ENSG00000149269,ENSG00000165490","TCEB2,PDCD6,RBM4,RBM14-RBM4,PPP2R2B,PAK1,C11orf82",biological_process,cellular response to stress,17,7,44,0.00634590004849,2.65893212032,iPSC
GO:0035556,"ENSG00000132849,ENSG00000180008,ENSG00000108946,ENSG00000198586,ENSG00000109046,ENSG00000114346,ENSG00000140995,ENSG00000035499,ENSG00000127952","INADL,SOCS4,PRKAR1A,TLK1,WSB1,ECT2,DEF8,DEPDC1B,STYXL1",biological_process,intracellular signal transduction,24,9,320,0.00673248658798,2.82091188036,iPSC
GO:0043066,"ENSG00000148985,ENSG00000169398,ENSG00000113161,ENSG00000048392,ENSG00000108270,ENSG00000087884,ENSG00000057663,ENSG00000198625,ENSG00000126581,ENSG00000149311,ENSG00000171720,ENSG00000166181,ENSG00000115760,ENSG00000135679,ENSG00000070501,ENSG00000124356,ENSG00000085063,ENSG00000084207,ENSG00000085721,ENSG00000135341,ENSG00000106052,ENSG00000012061,ENSG00000126432,ENSG00000148737,ENSG00000141510,ENSG00000114125,ENSG00000125686,ENSG00000005194","PGAP2,PTK2,HMGCR,RRM2B,AATF,AAMDC,ATG5,MDM4,BECN1,ATM,HDAC3,API5,BIRC6,MDM2,POLB,STAMBP,CD59,GSTP1,RRN3,MAP3K7,TAX1BP1,ERCC1,PRDX5,TCF7L2,TP53,RNF7,MED1,CIAPIN1",biological_process,negative regulation of apoptotic process,101,28,540,0.00693313980129,2.90498557674,iPSC
GO:0007596,"ENSG00000116266,ENSG00000121621,ENSG00000090621,ENSG00000115290,ENSG00000108946,ENSG00000168003,ENSG00000104164,ENSG00000133703,ENSG00000171988,ENSG00000163808,ENSG00000142945,ENSG00000138778,ENSG00000141510,ENSG00000169398,ENSG00000128595,ENSG00000137807,ENSG00000072110,ENSG00000085063,ENSG00000087460,ENSG00000151012","STXBP3,KIF18A,PABPC4,GRB14,PRKAR1A,SLC3A2,BLOC1S6,KRAS,JMJD1C,KIF15,KIF2C,CENPE,TP53,PTK2,CALU,KIF23,ACTN1,CD59,GNAS,SLC7A11",biological_process,blood coagulation,67,20,504,0.00696597216096,2.91874233544,iPSC
GO:0050790,"ENSG00000115685,ENSG00000136908,ENSG00000168385,ENSG00000185515","PPP1R7,DPM2,SEPT2,BRCC3",biological_process,regulation of catalytic activity,8,4,23,0.00706611376583,2.96070166788,iPSC
GO:0007080,"ENSG00000138778,ENSG00000086827,ENSG00000254093,ENSG00000121621","CENPE,ZW10,PINX1,KIF18A",biological_process,mitotic metaphase plate congression,8,4,11,0.00706611376583,2.96070166788,iPSC
GO:0007595,"ENSG00000125686,ENSG00000118260,ENSG00000112759,ENSG00000129596","MED1,CREB1,SLC29A1,CDO1",biological_process,lactation,8,4,42,0.00706611376583,2.96070166788,iPSC
GO:0051225,"ENSG00000131351,ENSG00000171720,ENSG00000141027,ENSG00000137814","HAUS8,HDAC3,NCOR1,HAUS2",biological_process,spindle assembly,8,4,34,0.00706611376583,2.96070166788,iPSC
GO:0048490,"ENSG00000157823,ENSG00000104164,ENSG00000135441,ENSG00000188428","AP3S2,BLOC1S6,BLOC1S1,BLOC1S5",biological_process,anterograde synaptic vesicle transport,8,4,15,0.00706611376583,2.96070166788,iPSC
GO:0030218,"ENSG00000113658,ENSG00000100813,ENSG00000160199,ENSG00000005483","SMAD5,ACIN1,PKNOX1,KMT2E",biological_process,erythrocyte differentiation,8,4,48,0.00706611376583,2.96070166788,iPSC
GO:0051056,"ENSG00000213390,ENSG00000114346,ENSG00000155366,ENSG00000269891,ENSG00000035499,ENSG00000138757","ARHGAP19,ECT2,RHOC,ARHGAP19-SLIT1,DEPDC1B,G3BP2",biological_process,regulation of small GTPase mediated signal transduction,14,6,180,0.00709480918067,2.9727250467,iPSC
GO:0031572,"ENSG00000012048,ENSG00000158019,ENSG00000149311,ENSG00000092853,ENSG00000185515","BRCA1,BRE,ATM,CLSPN,BRCC3",biological_process,G2/M transition DNA damage checkpoint,11,5,27,0.00750375525318,3.14407345108,iPSC
GO:0007166,"ENSG00000085063,ENSG00000121774,ENSG00000112983,ENSG00000116678,ENSG00000099991","CD59,KHDRBS1,BRD8,LEPR,CABIN1",biological_process,cell surface receptor signaling pathway,11,5,254,0.00750375525318,3.14407345108,iPSC
GO:0007417,"ENSG00000141510,ENSG00000165588,ENSG00000084207,ENSG00000106278,ENSG00000072210","TP53,OTX2,GSTP1,PTPRZ1,ALDH3A2",biological_process,central nervous system development,11,5,134,0.00750375525318,3.14407345108,iPSC
GO:0016311,"ENSG00000081721,ENSG00000110536,ENSG00000087053,ENSG00000106278,ENSG00000132670","DUSP12,PTPMT1,MTMR2,PTPRZ1,PTPRA",biological_process,dephosphorylation,11,5,116,0.00750375525318,3.14407345108,iPSC
GO:0006479,"ENSG00000203791,ENSG00000132423,ENSG00000160310,ENSG00000258539,ENSG00000185238","METTL10,COQ3,PRMT2,RP11-12J10.3,PRMT3",biological_process,protein methylation,11,5,26,0.00750375525318,3.14407345108,iPSC
GO:0007131,"ENSG00000197275,ENSG00000005156,ENSG00000149311,ENSG00000020922,ENSG00000051180","RAD54B,LIG3,ATM,MRE11A,RAD51",biological_process,reciprocal meiotic recombination,11,5,30,0.00750375525318,3.14407345108,iPSC
GO:0006979,"ENSG00000049167,ENSG00000103415,ENSG00000164294,ENSG00000126432,ENSG00000141510,ENSG00000151012,ENSG00000198431,ENSG00000106268,ENSG00000121897,ENSG00000048392,ENSG00000012061","ERCC8,HMOX2,GPX8,PRDX5,TP53,SLC7A11,TXNRD1,NUDT1,LIAS,RRM2B,ERCC1",biological_process,response to oxidative stress,32,11,126,0.00835702579739,3.50159380911,iPSC
GO:0007018,"ENSG00000121621,ENSG00000163808,ENSG00000142945,ENSG00000138778,ENSG00000137807,ENSG00000126777,ENSG00000077380","KIF18A,KIF15,KIF2C,CENPE,KIF23,KTN1,DYNC1I2",biological_process,microtubule-based movement,18,7,109,0.00961205528082,4.02745116267,iPSC
GO:0006284,"ENSG00000141510,ENSG00000137309,ENSG00000073050,ENSG00000100823,ENSG00000086758,ENSG00000070501,ENSG00000005156","TP53,HMGA1,XRCC1,APEX1,HUWE1,POLB,LIG3",biological_process,base-excision repair,18,7,35,0.00961205528082,4.02745116267,iPSC
GO:0051260,"ENSG00000168958,ENSG00000171103,ENSG00000114346,ENSG00000147601,ENSG00000051180,ENSG00000138035,ENSG00000166037","MFF,TRMT61B,ECT2,TERF1,RAD51,PNPT1,CEP57",biological_process,protein homooligomerization,18,7,161,0.00961205528082,4.02745116267,iPSC
GO:0034080,"ENSG00000166451,ENSG00000129534,ENSG00000138092,ENSG00000048649,ENSG00000123219,ENSG00000142856","CENPN,MIS18BP1,CENPO,RSF1,CENPK,ITGB3BP",biological_process,CENP-A containing nucleosome assembly at centromere,15,6,38,0.0112235299523,4.70265905001,iPSC
GO:0045727,"ENSG00000198793,ENSG00000125351,ENSG00000170473,ENSG00000075151,ENSG00000169062,ENSG00000100227","MTOR,UPF3B,WIBG,EIF4G3,UPF3A,POLDIP3",biological_process,positive regulation of translation,15,6,43,0.0112235299523,4.70265905001,iPSC
GO:0007179,"ENSG00000114374,ENSG00000141027,ENSG00000114126,ENSG00000141510,ENSG00000082898,ENSG00000113658,ENSG00000135341,ENSG00000116750","USP9Y,NCOR1,TFDP2,TP53,XPO1,SMAD5,MAP3K7,UCHL5",biological_process,transforming growth factor beta receptor signaling pathway,22,8,124,0.0114987185505,4.81796307265,iPSC
GO:0006796,"ENSG00000133731,ENSG00000119640,ENSG00000138777","IMPA1,ACYP1,PPA2",biological_process,phosphate-containing compound metabolic process,6,3,22,0.0123543298894,5.17646422366,iPSC
GO:0007346,"ENSG00000151465,ENSG00000171720,ENSG00000108270","CDC123,HDAC3,AATF",biological_process,regulation of mitotic cell cycle,6,3,27,0.0123543298894,5.17646422366,iPSC
GO:0007369,"ENSG00000141510,ENSG00000198431,ENSG00000102710","TP53,TXNRD1,SUPT20H",biological_process,gastrulation,6,3,31,0.0123543298894,5.17646422366,iPSC
GO:0006694,"ENSG00000147383,ENSG00000088451,ENSG00000064763","NSDHL,TGDS,FAR2",biological_process,steroid biosynthetic process,6,3,34,0.0123543298894,5.17646422366,iPSC
GO:0001510,"ENSG00000122687,ENSG00000162639,ENSG00000165819","FTSJ2,HENMT1,METTL3",biological_process,RNA methylation,6,3,11,0.0123543298894,5.17646422366,iPSC
GO:0009451,"ENSG00000140694,ENSG00000091127,ENSG00000110060","PARN,PUS7,PUS3",biological_process,RNA modification,6,3,18,0.0123543298894,5.17646422366,iPSC
GO:0008630,"ENSG00000183765,ENSG00000012048,ENSG00000149311","CHEK2,BRCA1,ATM",biological_process,intrinsic apoptotic signaling pathway in response to DNA damage,6,3,27,0.0123543298894,5.17646422366,iPSC
GO:0016571,"ENSG00000160310,ENSG00000181090,ENSG00000074266","PRMT2,EHMT1,EED",biological_process,histone methylation,6,3,28,0.0123543298894,5.17646422366,iPSC
GO:2001244,"ENSG00000141510,ENSG00000029363,ENSG00000087470","TP53,BCLAF1,DNM1L",biological_process,positive regulation of intrinsic apoptotic signaling pathway,6,3,17,0.0123543298894,5.17646422366,iPSC
GO:0045860,"ENSG00000138778,ENSG00000169398,ENSG00000141198","CENPE,PTK2,TOM1L1",biological_process,positive regulation of protein kinase activity,6,3,54,0.0123543298894,5.17646422366,iPSC
GO:0045926,"ENSG00000125144,ENSG00000138035,ENSG00000187193","MT1G,PNPT1,MT1X",biological_process,negative regulation of growth,6,3,17,0.0123543298894,5.17646422366,iPSC
GO:0071407,"ENSG00000113658,ENSG00000112972,ENSG00000135679","SMAD5,HMGCS1,MDM2",biological_process,cellular response to organic cyclic compound,6,3,42,0.0123543298894,5.17646422366,iPSC
GO:0070584,"ENSG00000168958,ENSG00000138035,ENSG00000087470","MFF,PNPT1,DNM1L",biological_process,mitochondrion morphogenesis,6,3,13,0.0123543298894,5.17646422366,iPSC
GO:0010951,"ENSG00000153113,ENSG00000116750,ENSG00000101557","CAST,UCHL5,USP14",biological_process,negative regulation of endopeptidase activity,6,3,65,0.0123543298894,5.17646422366,iPSC
GO:0006506,"ENSG00000136908,ENSG00000101464,ENSG00000148985","DPM2,PIGU,PGAP2",biological_process,GPI anchor biosynthetic process,6,3,32,0.0123543298894,5.17646422366,iPSC
GO:0071363,"ENSG00000118260,ENSG00000168393,ENSG00000135679","CREB1,DTYMK,MDM2",biological_process,cellular response to growth factor stimulus,6,3,49,0.0123543298894,5.17646422366,iPSC
GO:0001889,"ENSG00000125686,ENSG00000112972,ENSG00000105699,ENSG00000117054,ENSG00000151552","MED1,HMGCS1,LSR,ACADM,QDPR",biological_process,liver development,12,5,75,0.012702836873,5.32248864977,iPSC
GO:0051297,"ENSG00000131351,ENSG00000140463,ENSG00000078674,ENSG00000137814,ENSG00000058272","HAUS8,BBS4,PCM1,HAUS2,PPP1R12A",biological_process,centrosome organization,12,5,24,0.012702836873,5.32248864977,iPSC
GO:0006913,"ENSG00000113569,ENSG00000157869,ENSG00000133703,ENSG00000132698,ENSG00000108788,ENSG00000169062,ENSG00000123595,ENSG00000094914,ENSG00000143622","NUP155,RAB28,KRAS,RAB25,MLX,UPF3A,RAB9A,AAAS,RIT1",biological_process,nucleocytoplasmic transport,26,9,117,0.0128261520843,5.37415772332,iPSC
GO:0016192,"ENSG00000116266,ENSG00000095139,ENSG00000144674,ENSG00000007255,ENSG00000214078,ENSG00000114446,ENSG00000141447,ENSG00000250021,ENSG00000157823,ENSG00000139719,ENSG00000039560,ENSG00000258466,ENSG00000138107,ENSG00000111711,ENSG00000256861,ENSG00000152700,ENSG00000180398,ENSG00000174851","STXBP3,ARCN1,GOLGA4,TRAPPC6A,CPNE1,IFT57,OSBPL1A,C15orf38-AP3S2,AP3S2,VPS33A,RAI14,RP11-1012A1.4,ACTR1A,GOLT1B,RP11-512M8.5,SAR1B,MCFD2,YIF1A",biological_process,vesicle-mediated transport,62,18,222,0.0128767989835,5.39537877408,iPSC
